# Master Index Workbench v2.0.0 (released 2026-07-12) — https://kr48vr.github.io/master-of-all-indices/
# Data license: CC BY-NC-SA 4.0 (compilation); individual values inherit source terms recorded in provenance
# A blank value is honest missing data (see the note column), never a zero.
city,measure_id,measure,area,subtheme,unit,direction,data_level,approx,value,year,source,note
Abu Dhabi,LIV-07,Cost of living,Liveable,Housing & Cost,index,lower,City,crowd,55.1,2026 Mid-Year,"Abu Dhabi, United Arab Emirates","Cost of Living Index (excl. rent, NYC=100), Numbeo 2026 Mid-Year (fetched 2026-07-17)"
Shanghai,LIV-07,Cost of living,Liveable,Housing & Cost,index,lower,City,crowd,40.5,2026 Mid-Year,"Shanghai, China","Cost of Living Index (excl. rent, NYC=100), Numbeo 2026 Mid-Year (fetched 2026-07-17)"
Beijing,LIV-07,Cost of living,Liveable,Housing & Cost,index,lower,City,crowd,37.9,2026 Mid-Year,"Beijing, China","Cost of Living Index (excl. rent, NYC=100), Numbeo 2026 Mid-Year (fetched 2026-07-17)"
Shenzhen,LIV-07,Cost of living,Liveable,Housing & Cost,index,lower,City,crowd,38.7,2026 Mid-Year,"Shenzhen, China","Cost of Living Index (excl. rent, NYC=100), Numbeo 2026 Mid-Year (fetched 2026-07-17)"
Delhi,LIV-07,Cost of living,Liveable,Housing & Cost,index,lower,City,crowd,22.1,2026 Mid-Year,"Delhi, India","Cost of Living Index (excl. rent, NYC=100), Numbeo 2026 Mid-Year (fetched 2026-07-17)"
Singapore,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,12,2021,Singapore/SGP,"pm25_tempcov=NA; version V6.0 (2023), n=1 station; no data newer than 2021 in v8 — identical to project's v6.1 value (12.0, 2021)"
Tokyo,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,10.8,2019,Tokyo/JPN,"pm25_tempcov=99; version V6.0 (2023), n=18 stations; no data newer than 2019 in v8 (v6.1 had 10.8, 2019)"
Copenhagen,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,6.9,2024,Kobenhavn/DNK,"pm25_tempcov=98; version V8.0 (2026), n=4 stations, EEA source (v6.1: 8.3, 2020)"
Zurich,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,7.6,2024,Zurich Greater City/CHE,"LABEL CHANGED from v6.1 'Zurich/CHE' (plain label only covers 2010-2012 in v8); 'Greater City' implies metro-ish scope. pm25_tempcov=100; V8.0, n=7 stations (v6.1: 10.1, 2021)"
Vienna,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,9.9,2024,Wien/AUT,"pm25_tempcov=100; V8.0, n=19 stations; excluded Parkersburg Vienna WV/USA, Schottwien, Wiener Neudorf/Neustadt (v6.1: 10.6, 2021)"
Seoul,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,25.4,2019,Seoul/KOR,"pm25_tempcov=NA; version V5.0 (2022), n=37 stations; no data newer than 2019 in v8 (v6.1: 25.4, 2019)"
Melbourne,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,7.9,2024,Melbourne/AUS,"pm25_tempcov=NA; V8.0, n=1 station only; excluded Palm Bay Melbourne Titusville FL/USA (v6.1: 7.1, 2019)"
Amsterdam,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,8.9,2024,Greater Amsterdam/NLD,"pm25_tempcov=99; V8.0, n=10 stations; plain 'Amsterdam/NLD' exists only for 2010 (v6.1: 9.6, 2020)"
London,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,11.2,2019,London/GBR,"pm25_tempcov=95; version V6.0 (2023), n=16 stations; excluded London/CAN and Londonderry/GBR; no data newer than 2019 in v8 (v6.1: 11.2, 2019)"
New York,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,7.1,2022,New York Newark Jersey City NY NJ PA/USA,"CBSA metro area — v8 label dropped the '(CBSA)' suffix used in v6.1. pm25_tempcov=56 (LOW temporal coverage); version V7.0 (2024), n=18 stations, EPA source (v6.1: 7.7, 2021)"
Paris,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,9.3,2024,Paris Greater City/FRA,"LABEL CHANGED from v6.1 'Paris/FRA' (plain label only covers 2010 in v8); 'Greater City' scope. pm25_tempcov=97; V8.0, n=34 stations (v6.1: 12.9, 2021)"
Toronto,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,9.4,2023,Toronto/CAN,"pm25_tempcov=98; V8.0, n=5 stations (v6.1: 7.3, 2020; ratio 1.29, within 2x)"
Berlin,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,11.3,2024,Berlin/DEU,"pm25_tempcov=100; V8.0, n=42 stations; excluded Bernau Bei Berlin/DEU (v6.1: 13.1, 2021)"
Barcelona,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,10.9,2024,Barcelona/ESP,"pm25_tempcov=79 (moderate coverage); V8.0, n=30 stations; excluded Barcelona/VEN (v6.1: 12.2, 2021)"
Dubai,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,35,2024,Dubai/ARE,"pm25_tempcov=95; V8.0, n=5 stations (source 'International'); value is integer 35 in source (v6.1: 45.8, 2021; ratio 0.76, within 2x)"
San Francisco,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,7.4,2021,San Francisco Oakland Hayward CA/USA,"CBSA metro area — v8 label dropped '(CBSA)' suffix. pm25_tempcov=NA; version V6.0 (2023), n=10 stations; no data newer than 2021 in v8 (v6.1: 7.4, 2021)"
Stockholm,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,4.9,2024,Stockholm Greater City/SWE,pm25_concentration raw 4.883; pm25_tempcov 88
Oslo,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,8.5,2024,Oslo/NOR,pm25_concentration raw 8.477; pm25_tempcov 86
Helsinki,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,5.4,2024,Helsinki Helsingfors Greater City/FIN,pm25_concentration raw 5.363; pm25_tempcov 99
Madrid,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,10.3,2024,Madrid/ESP,pm25_concentration raw 10.272; pm25_tempcov 86
Milan,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,20.4,2024,Milano Greater City/ITA,pm25_concentration raw 20.448; pm25_tempcov 94
Rome,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,11.8,2024,Roma/ITA,pm25_concentration raw 11.793; pm25_tempcov 95
Munich,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,7.9,2024,Munchen/DEU,pm25_concentration raw 7.87; pm25_tempcov 98
Frankfurt,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,8.7,2024,Frankfurt Am Main/DEU,pm25_concentration raw 8.698; pm25_tempcov 100
Hamburg,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,9.1,2024,Hamburg/DEU,pm25_concentration raw 9.07; pm25_tempcov 84
Brussels,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,7.6,2024,Bruxelles Brussel/BEL,pm25_concentration raw 7.597; pm25_tempcov 98
Dublin,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,7.3,2024,Dublin/IRL,pm25_concentration raw 7.318; pm25_tempcov 94
Lisbon,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,7.6,2024,Lisboa Greater City/PRT,pm25_concentration raw 7.604; pm25_tempcov 84
Prague,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,13.4,2024,Praha/CZE,pm25_concentration raw 13.404; pm25_tempcov 98
Warsaw,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,14.7,2024,Warszawa/POL,pm25_concentration raw 14.703; pm25_tempcov 99
Istanbul,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,50.5,2025,Istanbul/TUR,pm25_concentration raw 50.45; pm25_tempcov NA
Montreal,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,8.6,2023,Montreal/CAN,pm25_concentration raw 8.625; pm25_tempcov 98
Vancouver,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,6,2023,Vancouver/CAN,pm25_concentration raw 6.0; pm25_tempcov 98
Chicago,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,8.7,2022,Chicago Naperville Elgin IL IN WI/USA,pm25_concentration raw 8.671; pm25_tempcov 63
Boston,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,6.4,2022,Boston Cambridge Newton MA NH/USA,pm25_concentration raw 6.432; pm25_tempcov 46
Los Angeles,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,10.5,2022,Los Angeles Long Beach Anaheim CA/USA,pm25_concentration raw 10.53; pm25_tempcov 44
Seattle,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,6.1,2022,Seattle Tacoma Bellevue WA/USA,pm25_concentration raw 6.085; pm25_tempcov 25
Washington DC,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,6.3,2022,Washington Arlington Alexandria DC VA MD WV/USA,pm25_concentration raw 6.322; pm25_tempcov 64
Sydney,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,,n/a,WHO Ambient Air Quality Database V8.0,"Sydney absent from WHO Ambient Air Quality Database V8.0 (2026): no Sydney label among the 41 AUS city entries (only state-level 'New South Wales/AUS', not used). Left null."
Auckland,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,5.5,2021,Auckland/NZL,"pm25_concentration raw 5.5; pm25_tempcov NA; 'Auckland CBD/NZL' (2023, 9.0) exists but is a sub-district label, not the city — not used"
Osaka,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,9.4,2022,Osaka/JPN,pm25_concentration raw 9.4; pm25_tempcov 97
Tel Aviv,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,17.4,2024,Tel Aviv/ISR,pm25_concentration raw 17.364; pm25_tempcov 88
Hong Kong,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,19.8,2019,Hong Kong/CHN,"WHO AAQ DB v8.0 (2026); pm25 19.833, tempcov 97; latest non-null pm25 year is 2019 (stuck like Tokyo/Seoul/London)"
Taipei,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,15,2018,Taipei/CHN,"WHO AAQ DB v8.0; pm25 15.0, tempcov 99, n=2 stations. Candidates listed: Taipei/CHN (2014,2018), Taipei City/CHN (2017 only); New Taipei rows excluded (different city). Latest non-null = Taipei/CHN 2018"
Bangkok,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,23.4,2021,Bangkok/THA,"WHO AAQ DB v8.0; pm25 23.417, tempcov 99"
Kuala Lumpur,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,28.3,2019,Kuala Lumpur/MYS,"WHO AAQ DB v8.0; pm25 28.27, tempcov NA"
Jakarta,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,33.8,2021,DKI Jakarta/IDN,"WHO AAQ DB v8.0; pm25 33.84, tempcov 100. Candidates: DKI Jakarta/IDN (2018-2021) and Jakarta/IDN (2015-2016); latest is DKI Jakarta 2021"
Manila,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,15.4,2020,Manila/PHL,"WHO AAQ DB v8.0; pm25 15.43, tempcov only 50 (low temporal coverage); City of Manila, not Metro Manila"
Ho Chi Minh City,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,23.5,2020,Ho Chi Minh/VNM,"WHO AAQ DB v8.0; pm25 23.5, tempcov NA"
Mumbai,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,49.5,2021,Mumbai/IND,"WHO AAQ DB v8.0; pm25 49.5, tempcov NA, n=2 stations"
Abu Dhabi,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,30.9,2024,Abu Dhabi /ARE,"WHO AAQ DB v8.0; pm25 30.937, tempcov 98, n=13 (label has trailing space in source); older 'Abu Dhabi/ARE' label ends 2021"
Shanghai,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,28.4,2024,Shanghai/CHN,"WHO AAQ DB v8.0; pm25 28.434, tempcov 98, n=19"
Beijing,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,31,2024,Beijing/CHN,"WHO AAQ DB v8.0; pm25 30.98, tempcov 98, n=23; 'Beijing Shi/CHN' label ends 2019"
Shenzhen,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,17.3,2024,Shenzhen/CHN,"WHO AAQ DB v8.0; pm25 17.256, tempcov 98, n=15; 'Shenzhen Shi/CHN' label ends 2019"
Delhi,GRN-01,PM2.5 air pollution,Green,Air & Environment,µg/m³,lower,City,none,107,2021,Delhi/IND,"WHO AAQ DB v8.0; pm25 107.0, tempcov NA, n=1 station (V7.0 vintage)"
Singapore,GRN-02,Open space access,Green,Air & Environment,%,higher,City,modelled,70.3,2020,"City Code SG_SINGAPORE / City Name 'Singapore' (Singapore), col [b]",Not in green-areas companion file.
Tokyo,GRN-02,Open space access,Green,Air & Environment,%,higher,City,modelled,74.8,2020,"City Code JP_TOKYO / City Name 'Tokyo' (Japan), col [b]","Green-areas file 2020: green share 9.026259%, 12.838383 m2/person."
Copenhagen,GRN-02,Open space access,Green,Air & Environment,%,higher,City,modelled,83.7,2020,"City Code DK_KOBENHAVN / City Name 'København (Copenhagen)' (Denmark), col [b]","Green-areas file 2020: green share 22.293090%, 58.758074 m2/person."
Zurich,GRN-02,Open space access,Green,Air & Environment,%,higher,City,modelled,67.6,2020,"City Code CH_ZURICH / City Name 'Zürich (Zurich)' (Switzerland), col [b]",Not in green-areas companion file.
Vienna,GRN-02,Open space access,Green,Air & Environment,%,higher,City,modelled,72.4,2020,"City Code AT_WIEN / City Name 'Wien (Vienna)' (Austria), col [b]","Green-areas file 2020: green share 30.743121%, 60.439214 m2/person."
Seoul,GRN-02,Open space access,Green,Air & Environment,%,higher,City,modelled,48.8,2020,"City Code KR_SEOUL / City Name 'Seoul' (Republic of Korea), col [b]",Not in green-areas companion file.
Melbourne,GRN-02,Open space access,Green,Air & Environment,%,higher,City,modelled,84.4,2020,"City Code AU_MELBOURNE / City Name 'Melbourne' (Australia), col [b]",Present despite expected gap (Australia has 22 city rows). Not in green-areas companion file.
Amsterdam,GRN-02,Open space access,Green,Air & Environment,%,higher,City,modelled,77.6,2020,"City Code NL_AMSTERDAM / City Name 'Amsterdam' (Netherlands (Kingdom of the)), col [b]","Green-areas file 2020: green share 11.973888%, 27.347040 m2/person."
London,GRN-02,Open space access,Green,Air & Environment,%,higher,City,modelled,87.1,2020,"City Code GB_LONDON / City Name 'London' (United Kingdom of Great Britain and Northern Ireland), col [b]","Disambiguated from 'East London (Buffalo City)', South Africa. Green-areas file 2020: green share 26.941187%, 41.984309 m2/person."
New York,GRN-02,Open space access,Green,Air & Environment,%,higher,City,modelled,71,2020,"City Code US_NEW_YORK_NY / City Name 'New York' (United States of America), col [b]",Not in green-areas companion file.
Paris,GRN-02,Open space access,Green,Air & Environment,%,higher,City,modelled,51.6,2020,"City Code FR_PARIS / City Name 'Paris' (France), col [b]",Not in green-areas companion file.
Toronto,GRN-02,Open space access,Green,Air & Environment,%,higher,City,modelled,91.7,2020,"City Code CA_TORONTO_ONT / City Name 'Toronto' (Canada), col [b]","Green-areas file 2020: green share 19.175989%, 56.790012 m2/person."
Berlin,GRN-02,Open space access,Green,Air & Environment,%,higher,City,modelled,68.2,2020,"City Code DE_BERLIN / City Name 'Berlin' (Germany), col [b]",Not in green-areas companion file.
Barcelona,GRN-02,Open space access,Green,Air & Environment,%,higher,City,modelled,,2020,"UN-Habitat, Open spaces and green areas (SDG 11.7.1), Urban Indicators Database — via HDX","Null per rules: no Spanish Barcelona row in the access dataset and no substitution of other definitions. Note the green-areas companion file DOES carry ES_BARCELONA (green share 2020 5.918326%, 3.049561 m2/person) but th"
Dubai,GRN-02,Open space access,Green,Air & Environment,%,higher,City,modelled,40.6,2020,"City Code AE_DUBAYY / City Name 'Dubayy (Dubai)' (United Arab Emirates), col [b]","Green-areas file 2020: green share 3.025461%, 5.811141 m2/person."
San Francisco,GRN-02,Open space access,Green,Air & Environment,%,higher,City,modelled,,2020,"UN-Habitat, Open spaces and green areas (SDG 11.7.1), Urban Indicators Database — via HDX",Null per rules: UN-Habitat's national-sample construction omits San Francisco CA; nearby San Jose exists in the file but is a different city and was not substituted. Also absent from the green-areas companion file.
Stockholm,GRN-02,Open space access,Green,Air & Environment,%,higher,City,modelled,86,2020,City Code SE_STOCKHOLM / City Name 'Stockholm' (Sweden),col [b] pop. within 400m walk of open public space; raw 85.96437964029612
Oslo,GRN-02,Open space access,Green,Air & Environment,%,higher,City,modelled,56,2022,City Code NO_OSLO / City Name 'Oslo' (Norway),"col [b] pop. within 400m walk of open public space; raw 56.000037585683614; latest of 2 non-blank rows (others: [('2018', '56')])"
Helsinki,GRN-02,Open space access,Green,Air & Environment,%,higher,City,modelled,,n/a,"UN-Habitat, Open spaces and green areas (SDG 11.7.1), Urban Indicators Database — via HDX","City not present in UN-Habitat SDG 11.7.1 table (sdg_11-7-1.csv, 1711 rows) — confirmed by accent-normalized substring search; left null."
Madrid,GRN-02,Open space access,Green,Air & Environment,%,higher,City,modelled,63.1,2020,City Code ES_MADRID / City Name 'Madrid' (Spain),col [b] pop. within 400m walk of open public space; raw 63.12604019448668
Milan,GRN-02,Open space access,Green,Air & Environment,%,higher,City,modelled,76.2,2020,City Code IT_MILANO / City Name 'Milano (Milan)' (Italy),col [b] pop. within 400m walk of open public space; raw 76.21590965651872
Rome,GRN-02,Open space access,Green,Air & Environment,%,higher,City,modelled,80,2020,City Code IT_ROMA / City Name 'Roma (Rome)' (Italy),col [b] pop. within 400m walk of open public space; raw 80.04956961629782
Munich,GRN-02,Open space access,Green,Air & Environment,%,higher,City,modelled,,n/a,"UN-Habitat, Open spaces and green areas (SDG 11.7.1), Urban Indicators Database — via HDX","City not present in UN-Habitat SDG 11.7.1 table (sdg_11-7-1.csv, 1711 rows) — confirmed by accent-normalized substring search; left null."
Frankfurt,GRN-02,Open space access,Green,Air & Environment,%,higher,City,modelled,,n/a,"UN-Habitat, Open spaces and green areas (SDG 11.7.1), Urban Indicators Database — via HDX","City not present in UN-Habitat SDG 11.7.1 table (sdg_11-7-1.csv, 1711 rows) — confirmed by accent-normalized substring search; left null."
Hamburg,GRN-02,Open space access,Green,Air & Environment,%,higher,City,modelled,78.2,2020,City Code DE_HAMBURG / City Name 'Hamburg' (Germany),col [b] pop. within 400m walk of open public space; raw 78.20667555518477
Brussels,GRN-02,Open space access,Green,Air & Environment,%,higher,City,modelled,85.8,2020,City Code BE_BRUXELLES / City Name 'Bruxelles-Brussel' (Belgium),col [b] pop. within 400m walk of open public space; raw 85.81047593478537
Dublin,GRN-02,Open space access,Green,Air & Environment,%,higher,City,modelled,84.2,2020,City Code IE_DUBLIN / City Name 'Dublin' (Ireland),col [b] pop. within 400m walk of open public space; raw 84.24154094300785
Lisbon,GRN-02,Open space access,Green,Air & Environment,%,higher,City,modelled,87.4,2020,City Code PT_LISBOA / City Name 'Lisboa (Lisbon)' (Portugal),col [b] pop. within 400m walk of open public space; raw 87.42410412082377
Prague,GRN-02,Open space access,Green,Air & Environment,%,higher,City,modelled,83.5,2020,City Code CZ_PRAHA / City Name 'Praha (Prague)' (Czechia),col [b] pop. within 400m walk of open public space; raw 83.54677682853324
Warsaw,GRN-02,Open space access,Green,Air & Environment,%,higher,City,modelled,88,2020,City Code PL_WARSZAWA / City Name 'Warszawa (Warsaw)' (Poland),col [b] pop. within 400m walk of open public space; raw 87.9503102113149
Istanbul,GRN-02,Open space access,Green,Air & Environment,%,higher,City,modelled,59.8,2020,City Code TR_ISTANBUL / City Name 'Istanbul' (Türkiye),col [b] pop. within 400m walk of open public space; raw 59.78115215902099; 1 blank-value duplicate row(s) ignored
